iid,airline,origin,aircraft,impact,flight_date,damage,num_birds,bird_size,sky_conditions,altitude_ft,heavy_flag
251861,SOUTHWEST AIRLINES,Alabama,B-737-300,None,10/27/07 0:00,No damage,1,Medium,No Cloud,"4,500",Yes
251970,AIRTRAN AIRWAYS,Maryland,B-737-700,None,10/27/07 0:00,No damage,1,Small,No Cloud,500,Yes
250667,SOUTHWEST AIRLINES,Missouri,B-737-300,None,10/27/07 0:00,No damage,1,Small,No Cloud,"3,900",Yes
249493,SOUTHWEST AIRLINES,Illinois,B-737-700,None,10/27/07 0:00,No damage,1,Small,No Cloud,"2,500",Yes
252909,AMERICAN AIRLINES,Texas,B-767-300,None,10/27/07 0:00,No damage,1,Small,No Cloud,100,Yes
249503,EXPRESSJET (CONTINENTAL EXPRS),Alabama,EMB-145,None,10/28/07 0:00,No damage,1,Small,No Cloud,"1,000",No
251521,US AIRWAYS*,Pennsylvania,A-319,None,10/28/07 0:00,No damage,1,Small,Some Cloud,200,No
247755,COMAIR AIRLINES,Kentucky,CL-RJ100/200,None,10/28/07 0:00,No damage,1,Small,No Cloud,20,No
252048,SOUTHWEST AIRLINES,California,B-737-700,None,10/28/07 0:00,No damage,1,Small,No Cloud,"1,000",Yes
254317,DELTA AIR LINES,Florida,B-737-800,None,10/28/07 0:00,No damage,1,Small,Overcast,500,Yes
251674,DELTA AIR LINES,Georgia,MD-88,None,10/29/07 0:00,No damage,1,Small,No Cloud,0,No
249289,BUSINESS,Utah,HAWKER 800,Precautionary Landing,10/29/07 0:00,No damage,1,Medium,No Cloud,200,No
254554,BOMBARDIER BUSINESS JET,Colorado,LEARJET-60,None,10/29/07 0:00,No damage,1,Small,Some Cloud,0,No
250909,SOUTHWEST AIRLINES,Texas,B-737-500,None,10/29/07 0:00,No damage,1,Small,No Cloud,900,Yes
249513,DELTA AIR LINES,Texas,MD-88,None,10/29/07 0:00,No damage,1,Small,No Cloud,0,No
249895,AMERICAN AIRLINES,Texas,MD-82,None,10/29/07 0:00,No damage,1,Small,No Cloud,0,No
249894,ALASKA AIRLINES,Alaska,B-737-400,Other,10/29/07 0:00,No damage,1,Small,Overcast,20,Yes
250418,SOUTHWEST AIRLINES,Colorado,B-737-300,None,10/30/07 0:00,No damage,1,Small,Some Cloud,0,Yes
254324,JETBLUE AIRWAYS,Florida,A-320,None,10/30/07 0:00,No damage,1,Medium,Overcast,700,No
254511,SKYWEST AIRLINES,California,CL-RJ100/200,None,10/31/07 0:00,No damage,1,Small,No Cloud,300,No
252562,BUSINESS,Wisconsin,C-550,None,10/31/07 0:00,Caused damage,1,Large,No Cloud,0,No
251620,US AIRWAYS*,Missouri,A-319,None,10/31/07 0:00,Caused damage,1,Small,No Cloud,"2,000",No
253014,AMERICAN AIRLINES,Colorado,MD-82,None,10/31/07 0:00,No damage,1,Small,No Cloud,0,No
250006,ISLAND AIR,Hawaii,DHC8 DASH 8,None,11/1/07 0:00,No damage,1,Small,Some Cloud,0,No
248449,BUSINESS,Pennsylvania,HAWKER 800,None,11/1/07 0:00,No damage,1,Small,No Cloud,0,No
252634,SKYWAY AIRLINES,Ohio,DORNIER 328,None,11/1/07 0:00,No damage,1,Small,No Cloud,100,No
248708,UPS AIRLINES,Texas,B-757-200,None,11/1/07 0:00,No damage,1,Small,No Cloud,560,Yes
250813,SOUTHWEST AIRLINES,Maryland,B-737-300,None,11/1/07 0:00,No damage,1,Small,No Cloud,"2,000",Yes
254403,SOUTHWEST AIRLINES,Maryland,B-737-700,None,11/1/07 0:00,No damage,1,Small,No Cloud,"7,000",Yes
250905,FRONTIER AIRLINES,Utah,A-319,None,11/2/07 0:00,No damage,1,Small,No Cloud,150,No
252773,ABX AIR,Ohio,B-767-200,None,11/2/07 0:00,No damage,1,Small,No Cloud,500,Yes
250976,DELTA AIR LINES,N/A,MD-88,None,11/2/07 0:00,No damage,1,Small,Some Cloud,0,No
250217,AMERICAN AIRLINES,California,MD-83,None,11/2/07 0:00,No damage,1,Small,No Cloud,10,No
252930,SOUTHWEST AIRLINES,California,B-737-300,None,11/2/07 0:00,No damage,1,Small,No Cloud,500,Yes
250577,MESA AIRLINES,Florida,B-737-700,None,11/2/07 0:00,No damage,1,Medium,Some Cloud,"1,300",Yes
251570,SOUTHWEST AIRLINES,California,B-737-300,None,11/2/07 0:00,Caused damage,1,Small,No Cloud,"5,000",Yes
251253,SKYWEST AIRLINES,Wisconsin,CL-RJ100/200,None,11/2/07 0:00,No damage,1,Medium,No Cloud,0,No
255318,FRONTIER AIRLINES,Colorado,A-319,Precautionary Landing,11/2/07 0:00,No damage,1,Small,No Cloud,50,No
254110,BUSINESS,Florida,CIRRUS SR 20/22,Aborted Take-off,11/3/07 0:00,No damage,1,Small,No Cloud,0,No
250148,SOUTHWEST AIRLINES,Nevada,B-737-700,None,11/3/07 0:00,No damage,1,Small,No Cloud,300,Yes
251061,SKYWEST AIRLINES,Georgia,CL-RJ900,None,11/3/07 0:00,No damage,1,Small,No Cloud,600,No
253202,US AIRWAYS*,Pennsylvania,A-321,None,11/3/07 0:00,No damage,1,Large,No Cloud,"6,000",No
251566,BUSINESS,DC,GULFAERO IV,None,11/4/07 0:00,No damage,1,Small,Some Cloud,500,No
255784,BUSINESS,Illinois,LEARJET-60,Precautionary Landing,11/4/07 0:00,No damage,1,Large,No Cloud,0,No
253008,US AIRWAYS*,California,A-320,None,11/4/07 0:00,No damage,1,Small,Overcast,75,No
250827,JETBLUE AIRWAYS,Illinois,A-320,None,11/4/07 0:00,No damage,1,Small,Some Cloud,10,No
250315,SOUTHWEST AIRLINES,California,B-737-700,None,11/4/07 0:00,Caused damage,1,Large,Overcast,"2,000",Yes
248687,US AIRWAYS*,Florida,B-737-400,None,11/4/07 0:00,No damage,1,Medium,No Cloud,"1,600",Yes
247339,SKYWEST AIRLINES,Colorado,CL-RJ100/200,None,11/5/07 0:00,No damage,1,Small,No Cloud,0,No
250149,AMERICAN EAGLE AIRLINES,Oklahoma,CL-RJ700,None,11/5/07 0:00,No damage,1,Small,No Cloud,20,No
248048,NORTHWEST AIRLINES,Texas,A-319,None,11/5/07 0:00,No damage,1,Small,No Cloud,0,No
248047,BUSINESS,New Jersey,CHALLENGER 300,None,11/5/07 0:00,No damage,1,Medium,Some Cloud,"2,900",No
252091,AMERICAN AIRLINES,N/A,B-767-300,None,11/5/07 0:00,No damage,1,Small,Some Cloud,50,Yes
250963,FRONTIER AIRLINES,Colorado,A-320,None,11/5/07 0:00,No damage,1,Medium,No Cloud,0,No
255230,CONTINENTAL AIRLINES,Illinois,B-737-500,Other,11/5/07 0:00,No damage,1,Medium,Overcast,"2,400",Yes
253412,AIRTRAN AIRWAYS,Georgia,B-717-200,None,11/6/07 0:00,No damage,1,Large,Some Cloud,"1,500",No
252712,SOUTHWEST AIRLINES,Texas,B-737-700,None,11/6/07 0:00,No damage,1,Small,No Cloud,50,Yes
252936,BUSINESS,Texas,C-550,None,11/6/07 0:00,No damage,1,Small,No Cloud,400,No
251643,SOUTHWEST AIRLINES,Illinois,B-737-700,None,11/6/07 0:00,No damage,1,Small,Some Cloud,0,Yes
250063,PRIVATELY OWNED,Pennsylvania,BE-18,None,11/7/07 0:00,No damage,1,Small,Some Cloud,300,No
252015,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,EMB-145,None,11/7/07 0:00,No damage,1,Medium,Some Cloud,200,No
253930,SOUTHWEST AIRLINES,Connecticut,B-737-300,None,11/7/07 0:00,No damage,1,Small,No Cloud,"1,500",Yes
252474,SOUTHWEST AIRLINES,Texas,B-737-700,None,11/7/07 0:00,No damage,1,Small,No Cloud,"1,500",Yes
253929,SOUTHWEST AIRLINES,Texas,B-737-500,None,11/7/07 0:00,No damage,1,Small,No Cloud,"1,500",Yes
250956,PSA AIRLINES,Michigan,CL-RJ100/200,None,11/7/07 0:00,Caused damage,1,Small,No Cloud,"4,000",No
253200,JETBLUE AIRWAYS,New York,A-320,None,11/7/07 0:00,Caused damage,1,Large,Some Cloud,"2,000",No
249884,US AIRWAYS*,North Carolina,A-320,None,11/7/07 0:00,No damage,1,Medium,No Cloud,"2,500",No
252013,BUSINESS,New Jersey,GLOBAL EXPRS,None,11/7/07 0:00,Caused damage,1,Medium,Overcast,200,No
250556,AIRTRAN AIRWAYS,South Carolina,B-717-200,None,11/8/07 0:00,No damage,1,Small,No Cloud,10,No
253060,SOUTHWEST AIRLINES,Maryland,B-737-300,None,11/8/07 0:00,No damage,1,Small,No Cloud,"6,000",Yes
252614,ALOHA AIRLINES,California,B-737-700,None,11/9/07 0:00,No damage,1,Medium,No Cloud,100,Yes
254588,FRONTIER AIRLINES,Missouri,A-318,None,11/9/07 0:00,No damage,1,Medium,No Cloud,"5,500",No
249888,AMERICAN EAGLE AIRLINES,Ontario,EMB-135,None,11/10/07 0:00,No damage,1,Small,Some Cloud,"2,000",No
251883,JETBLUE AIRWAYS,California,A-320,None,11/10/07 0:00,No damage,1,Small,No Cloud,400,No
251228,SOUTHWEST AIRLINES,Louisiana,B-737-700,None,11/10/07 0:00,No damage,1,Small,No Cloud,400,Yes
253294,SOUTHWEST AIRLINES,Pennsylvania,B-737-700,None,11/10/07 0:00,No damage,1,Medium,Some Cloud,"3,000",Yes
246597,AMERICAN AIRLINES,New Jersey,MD-83,None,11/11/07 0:00,No damage,1,Small,No Cloud,0,No
252021,UPS AIRLINES,Illinois,B-757-200,None,11/12/07 0:00,No damage,1,Small,No Cloud,400,Yes
249484,SOUTHWEST AIRLINES,California,B-737-700,None,11/13/07 0:00,No damage,1,Large,No Cloud,100,Yes
254902,SOUTHWEST AIRLINES,Florida,B-737-700,None,11/13/07 0:00,No damage,1,Medium,Some Cloud,"1,000",Yes
254538,JETBLUE AIRWAYS,Florida,A-320,None,11/13/07 0:00,No damage,1,Small,Some Cloud,0,No
254340,SOUTHWEST AIRLINES,Washington,B-737-700,None,11/13/07 0:00,No damage,1,Medium,No Cloud,"7,000",Yes
251270,CONTINENTAL AIRLINES,Florida,B-737-300,None,11/13/07 0:00,No damage,1,Small,Some Cloud,50,Yes
251271,DELTA AIR LINES,Massachusetts,MD-88,None,11/13/07 0:00,No damage,1,Small,Some Cloud,0,No
253132,FEDEX EXPRESS,Oregon,DC-10-30,None,11/13/07 0:00,No damage,1,Small,Some Cloud,10,Yes
251919,BUSINESS,Indiana,C-560,None,11/13/07 0:00,Caused damage,1,Large,No Cloud,0,No
248582,US AIRWAYS*,Pennsylvania,A-321,None,11/13/07 0:00,No damage,1,Large,No Cloud,"6,000",No
253324,SOUTHWEST AIRLINES,Oklahoma,B-737-300,None,11/14/07 0:00,No damage,1,Small,No Cloud,200,Yes
253295,SOUTHWEST AIRLINES,Missouri,B-737-300,None,11/14/07 0:00,No damage,1,Small,Overcast,"1,000",Yes
253137,BUSINESS,North Carolina,PA-31 NAVAJO,None,11/14/07 0:00,No damage,1,Small,Some Cloud,0,No
250142,AMERICAN AIRLINES,California,MD-82,None,11/14/07 0:00,Caused damage,1,Large,No Cloud,"1,500",No
252838,SOUTHWEST AIRLINES,California,B-737-300,None,11/15/07 0:00,No damage,1,Small,Some Cloud,"4,500",Yes
255568,DELTA AIR LINES,Georgia,MD-88,None,11/15/07 0:00,No damage,1,Small,Some Cloud,0,No
254392,FEDEX EXPRESS,West Virginia,B-727-200,None,11/15/07 0:00,No damage,1,Small,Some Cloud,50,No
248298,AMERICAN AIRLINES,Texas,MD-82,None,11/15/07 0:00,No damage,1,Small,No Cloud,0,No
250560,SOUTHWEST AIRLINES,Maryland,B-737-300,None,11/15/07 0:00,No damage,1,Large,No Cloud,"2,000",Yes
251572,AIRTRAN AIRWAYS,Georgia,B-717-200,None,11/16/07 0:00,No damage,1,Small,No Cloud,150,No
253216,JETBLUE AIRWAYS,New York,A-320,None,11/16/07 0:00,No damage,1,Medium,Some Cloud,0,No
252837,REPUBLIC AIRLINES,Texas,B-737-300,None,11/16/07 0:00,No damage,1,Medium,No Cloud,"1,200",Yes
254937,SOUTHWEST AIRLINES,Texas,B-737-700,None,11/16/07 0:00,No damage,1,Small,No Cloud,"2,000",Yes
253571,SKYWEST AIRLINES,California,EMB-120,None,11/16/07 0:00,No damage,1,Medium,Overcast,0,No
250896,AMERICAN EAGLE AIRLINES,Texas,EMB-145,None,11/16/07 0:00,No damage,1,Small,No Cloud,0,No
251342,CONTINENTAL AIRLINES,Florida,B-757-200,None,11/16/07 0:00,No damage,1,Small,Some Cloud,75,Yes
252511,SOUTHWEST AIRLINES,Texas,B-737-300,None,11/17/07 0:00,No damage,1,Small,Some Cloud,0,Yes
252244,UNITED AIRLINES,Oregon,B-757-200,None,11/17/07 0:00,No damage,1,Small,Overcast,0,Yes
245561,ALLEGIANT AIR,Ohio,MD-83,None,11/18/07 0:00,No damage,1,Small,Overcast,0,No
250405,BUSINESS,Illinois,CITATIONJET,None,11/18/07 0:00,Caused damage,1,Small,No Cloud,400,No
252363,SOUTHWEST AIRLINES,Florida,B-737-300,None,11/19/07 0:00,No damage,1,Small,No Cloud,20,Yes
252724,AMERICAN AIRLINES,N/A,B-737-800,None,11/19/07 0:00,Caused damage,1,Medium,No Cloud,"1,700",Yes
252076,BUSINESS,Oregon,IAI GALAXY,Engine Shut Down,11/19/07 0:00,Caused damage,1,Medium,Overcast,200,No
249428,SOUTHWEST AIRLINES,Utah,B-737-700,None,11/20/07 0:00,No damage,1,Medium,No Cloud,"5,500",Yes
248885,US AIRWAYS*,Florida,A-321,None,11/20/07 0:00,No damage,1,Small,No Cloud,0,No
249482,AMERICAN AIRLINES,California,MD-82,None,11/20/07 0:00,No damage,1,Medium,Some Cloud,800,No
251926,SOUTHWEST AIRLINES,Florida,B-737-300,None,11/21/07 0:00,No damage,1,Small,No Cloud,10,Yes
252881,SOUTHWEST AIRLINES,Illinois,B-737-700,None,11/21/07 0:00,No damage,1,Small,Overcast,0,Yes
252801,ALASKA AIRLINES,Arizona,MD-83,None,11/22/07 0:00,No damage,1,Small,No Cloud,0,No
254199,PINNACLE,New York,CRJ-440,None,11/23/07 0:00,No damage,1,Medium,Some Cloud,0,No
250991,CONTINENTAL AIRLINES,New Jersey,B-737-700,None,11/23/07 0:00,No damage,1,Medium,Some Cloud,50,Yes
256236,UNITED AIRLINES,Florida,A-320,None,11/23/07 0:00,No damage,1,Medium,Some Cloud,10,No
255226,SOUTHWEST AIRLINES,Arizona,B-737-700,None,11/24/07 0:00,No damage,1,Small,No Cloud,"2,500",Yes
252601,AMERICAN AIRLINES,Texas,MD-82,None,11/24/07 0:00,No damage,1,Small,Overcast,0,No
251991,DELTA AIR LINES,Florida,MD-88,None,11/24/07 0:00,No damage,1,Small,Some Cloud,100,No
249666,US AIRWAYS*,DC,B-737-300,None,11/24/07 0:00,No damage,1,Small,No Cloud,0,Yes
254759,SOUTHWEST AIRLINES,Tennessee,B-737-700,None,11/25/07 0:00,No damage,1,Small,Overcast,0,Yes
253377,AMERICAN EAGLE AIRLINES,Texas,EMB-145,None,11/25/07 0:00,No damage,1,Small,Overcast,0,No
247841,DELTA AIR LINES,California,MD-90-30,None,11/26/07 0:00,No damage,1,Large,No Cloud,700,No
250741,ALOHA AIRLINES,Hawaii,B-737-200,None,11/26/07 0:00,No damage,1,Small,Some Cloud,0,Yes
252682,US AIRWAYS*,North Carolina,A-319,None,11/27/07 0:00,No damage,1,Medium,No Cloud,0,No
251182,EXPRESSJET (CONTINENTAL EXPRS),Tennessee,EMB-145,None,11/27/07 0:00,No damage,1,Small,No Cloud,50,No
253862,PRIVATELY OWNED,Texas,BE-36,None,11/27/07 0:00,No damage,1,Small,No Cloud,0,No
249977,CONTINENTAL AIRLINES,Ohio,B-737-300,None,11/27/07 0:00,No damage,1,Medium,Some Cloud,"1,500",Yes
252654,CAPE AIR,Prince Edward Island,ATR-42,None,11/28/07 0:00,No damage,1,Medium,Some Cloud,0,No
252653,ATLANTIC SOUTHEAST,Pennsylvania,CL-RJ100/200,None,11/28/07 0:00,No damage,1,Small,Some Cloud,0,No
251557,US AIRWAYS*,Florida,B-737-300,None,11/29/07 0:00,No damage,1,Small,Some Cloud,100,Yes
253858,PIEDMONT AIRLINES,Pennsylvania,DHC8 DASH 8,None,11/30/07 0:00,No damage,1,Small,Some Cloud,0,No
252612,AERO AIR,Oregon,RKWLTRBO 690,None,11/30/07 0:00,No damage,1,Small,Overcast,0,No
254938,AER LINGUS,Illinois,A-330,None,11/30/07 0:00,No damage,1,Medium,No Cloud,0,No
252700,AMERICAN EAGLE AIRLINES,DC,EMB-135,None,12/1/07 0:00,No damage,1,Small,Some Cloud,"1,000",No
252699,AIRTRAN AIRWAYS,Texas,B-737-700,None,12/1/07 0:00,No damage,1,Small,No Cloud,90,Yes
251590,TRANS STATES AIRLINES,Missouri,EMB-145,None,12/1/07 0:00,No damage,1,Small,Some Cloud,0,No
252993,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,EMB-145,None,12/1/07 0:00,No damage,1,Small,No Cloud,100,No
251877,SOUTHWEST AIRLINES,Texas,B-737-300,None,12/2/07 0:00,No damage,1,Small,No Cloud,0,Yes
248786,SOUTHWEST AIRLINES,Texas,B-737-300,None,12/2/07 0:00,No damage,1,Small,Some Cloud,"6,000",Yes
247622,DELTA AIR LINES,N/A,B-767-400,Precautionary Landing,12/2/07 0:00,Caused damage,1,Large,Some Cloud,200,Yes
249015,DELTA AIR LINES,Utah,B-737-800,None,12/2/07 0:00,Caused damage,1,Medium,Some Cloud,200,Yes
248049,AMERICAN AIRLINES,Texas,EMB-145,None,12/2/07 0:00,No damage,1,Small,No Cloud,100,No
252603,CSA AIR,Michigan,C-208,None,12/3/07 0:00,Caused damage,1,Large,Overcast,"2,000",No
249550,UNITED AIRLINES,Connecticut,B-737-300,None,12/4/07 0:00,No damage,1,Small,Some Cloud,0,Yes
254755,BUSINESS,DC,IAI GALAXY,None,12/4/07 0:00,No damage,1,Small,No Cloud,0,No
256025,JAPAN AIRLINES,Washington,B-747-400,None,12/5/07 0:00,No damage,1,Medium,No Cloud,500,No
256024,GREAT LAKES AIRLINES,Colorado,BE-1900,None,12/5/07 0:00,No damage,1,Small,No Cloud,5,No
253896,PIEDMONT AIRLINES,Virginia,DHC8 DASH 8,None,12/6/07 0:00,No damage,1,Small,No Cloud,0,No
250426,NORTHWEST AIRLINES,New Jersey,DC-9-30,None,12/6/07 0:00,No damage,1,Medium,No Cloud,0,No
252811,DELTA AIR LINES,Florida,MD-88,None,12/6/07 0:00,Caused damage,1,Large,Some Cloud,500,No
253184,ALOHA AIRLINES,Hawaii,B-737-200,None,12/7/07 0:00,No damage,1,Medium,Overcast,0,Yes
253185,CONTINENTAL AIRLINES,Florida,B-757-300,None,12/7/07 0:00,No damage,1,Small,Some Cloud,0,Yes
252788,SOUTHWEST AIRLINES,California,B-737-300,None,12/7/07 0:00,Caused damage,1,Large,No Cloud,900,Yes
251083,SKYWEST AIRLINES,Colorado,CL-RJ100/200,None,12/8/07 0:00,No damage,1,Medium,Some Cloud,500,No
252765,SOUTHWEST AIRLINES,Tennessee,B-737-300,None,12/8/07 0:00,No damage,1,Large,Some Cloud,"1,500",Yes
252766,SOUTHWEST AIRLINES,Maryland,B-737-700,None,12/8/07 0:00,No damage,1,Medium,Overcast,"6,000",Yes
251806,GREAT LAKES AIRLINES,Colorado,BE-1900,None,12/9/07 0:00,No damage,1,Small,Overcast,0,No
253928,ABX AIR,Ohio,B-767-200,None,12/9/07 0:00,No damage,1,Large,Overcast,300,Yes
252714,AIRTRAN AIRWAYS,Georgia,B-737-700,None,12/9/07 0:00,No damage,1,Small,No Cloud,0,Yes
251881,DELTA AIR LINES,Oregon,B-757-200,None,12/9/07 0:00,No damage,1,Small,Overcast,0,Yes
254426,SKYWEST AIRLINES,Colorado,CL-RJ700,None,12/10/07 0:00,No damage,1,Small,Some Cloud,0,No
248299,BUSINESS,Colorado,DA-20 FALCON,Precautionary Landing,12/10/07 0:00,No damage,1,Small,No Cloud,50,No
252208,FRONTIER AIRLINES,Colorado,A-318,None,12/10/07 0:00,No damage,1,Small,No Cloud,150,No
252418,BUSINESS,Connecticut,BE-300 KING,Precautionary Landing,12/11/07 0:00,No damage,1,Small,Overcast,0,No
253005,BUSINESS,Louisiana,LEARJET-60,None,12/12/07 0:00,No damage,1,Small,Some Cloud,0,No
250726,AMERICAN EAGLE AIRLINES,Louisiana,SAAB-340,None,12/12/07 0:00,No damage,1,Medium,No Cloud,"2,000",No
250725,ALASKA AIRLINES,Alaska,B-737-400,None,12/12/07 0:00,No damage,1,Large,Overcast,0,Yes
252353,UNITED AIRLINES,Illinois,B-767-300,Precautionary Landing,12/12/07 0:00,No damage,1,Medium,No Cloud,0,Yes
250686,ALOHA AIRLINES,California,B-737-700,None,12/13/07 0:00,No damage,1,Medium,No Cloud,"2,000",Yes
249301,NORTHWEST AIRLINES,Pennsylvania,DC-9,None,12/14/07 0:00,No damage,1,Small,Overcast,0,No
250417,DELTA AIR LINES,California,MD-90-30,None,12/14/07 0:00,No damage,1,Small,No Cloud,0,No
254325,BUSINESS,Florida,PA-31 NAVAJO,Aborted Take-off,12/15/07 0:00,Caused damage,1,Large,Overcast,0,No
250826,UNITED AIRLINES,DC,A-320,None,12/16/07 0:00,No damage,1,Medium,Overcast,10,No
251830,AMERICAN AIRLINES,Missouri,MD-82,None,12/16/07 0:00,No damage,1,Medium,No Cloud,800,No
252513,UNITED AIRLINES,New Jersey,A-320,None,12/17/07 0:00,No damage,1,Medium,No Cloud,250,No
250867,SOUTHWEST AIRLINES,California,B-737-300,None,12/17/07 0:00,No damage,1,Medium,Some Cloud,"1,250",Yes
253234,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,EMB-145,None,12/18/07 0:00,No damage,1,Small,No Cloud,20,No
253851,AMERICAN EAGLE AIRLINES,Texas,EMB-145,Other,12/18/07 0:00,Caused damage,1,Medium,No Cloud,0,No
253830,SOUTHWEST AIRLINES,Texas,B-737-500,None,12/19/07 0:00,No damage,1,Small,Some Cloud,"1,000",Yes
250427,MESABA AIRLINES,Michigan,SAAB-340,None,12/20/07 0:00,No damage,1,Small,Overcast,0,No
251691,SOUTHWEST AIRLINES,New Mexico,B-737-700,None,12/21/07 0:00,No damage,1,Medium,Some Cloud,"1,000",Yes
248868,SOUTHWEST AIRLINES,Texas,B-737-700,None,12/21/07 0:00,No damage,1,Small,Some Cloud,0,Yes
250957,SOUTHWEST AIRLINES,Rhode Island,B-737-700,None,12/23/07 0:00,No damage,1,Small,Overcast,1,Yes
246635,AMERICAN AIRLINES,Massachusetts,MD-82,None,12/23/07 0:00,No damage,1,Medium,Overcast,0,No
254463,AMERICAN EAGLE AIRLINES,New York,EMB-145,None,12/24/07 0:00,No damage,1,Medium,Some Cloud,0,No
255545,SKYWEST AIRLINES,Utah,CL-RJ100/200,None,12/25/07 0:00,No damage,1,Small,Some Cloud,0,No
251395,HORIZON AIR,Oregon,DHC8 DASH 8,None,12/25/07 0:00,No damage,1,Small,Overcast,0,No
251969,FEDEX EXPRESS,California,A-300,None,12/26/07 0:00,No damage,1,Small,Some Cloud,0,No
250474,FRONTIER AIRLINES,Colorado,A-319,None,12/26/07 0:00,No damage,1,Small,No Cloud,100,No
243735,SKYWEST AIRLINES,Colorado,CL-RJ100/200,None,12/27/07 0:00,No damage,1,Medium,Overcast,0,No
250693,ALLEGIANT AIR,Florida,MD-80,None,12/27/07 0:00,No damage,1,Small,No Cloud,100,No
253001,ATLANTIC SOUTHEAST,Tennessee,CL-RJ100/200,None,12/29/07 0:00,No damage,1,Small,No Cloud,20,No
249097,SOUTHWEST AIRLINES,Arizona,B-737-700,None,12/29/07 0:00,No damage,1,Small,No Cloud,0,Yes
248853,SKYWEST AIRLINES,Missouri,CL-RJ100/200,Aborted Take-off,12/29/07 0:00,No damage,1,Small,Some Cloud,0,No
252835,AMERICAN AIRLINES,N/A,B-737-800,None,12/29/07 0:00,No damage,1,Medium,No Cloud,"1,000",Yes
248338,FRONTIER AIRLINES,Colorado,A-319,None,12/30/07 0:00,No damage,1,Small,Some Cloud,0,No
253526,FRONTIER AIRLINES,Colorado,A-319,None,12/30/07 0:00,No damage,1,Small,No Cloud,0,No
251763,SOUTHWEST AIRLINES,Idaho,B-737-300,None,12/30/07 0:00,Caused damage,1,Medium,Some Cloud,0,Yes
250598,DELTA AIR LINES,California,MD-90-30,None,12/30/07 0:00,Caused damage,1,Medium,Some Cloud,"3,000",No
253562,US AIRWAYS*,California,A-320,None,12/31/07 0:00,No damage,1,Medium,No Cloud,100,No
249264,AIRTRAN AIRWAYS,Georgia,B-717-200,None,1/1/08 0:00,No damage,1,Medium,No Cloud,100,No
252121,SOUTHWEST AIRLINES,Colorado,B-737-700,None,1/1/08 0:00,No damage,1,Small,Some Cloud,0,Yes
254339,JETBLUE AIRWAYS,New York,A-320,None,1/2/08 0:00,No damage,1,Small,No Cloud,0,No
251040,SOUTHWEST AIRLINES,Florida,B-737-300,None,1/2/08 0:00,No damage,1,Medium,No Cloud,"1,000",Yes
254156,JETBLUE AIRWAYS,Florida,EMB-190,None,1/2/08 0:00,No damage,1,Small,Some Cloud,0,No
253525,LUFTHANSA,New York,B-747-400,None,1/3/08 0:00,No damage,1,Small,Some Cloud,0,No
251418,US AIRWAYS*,North Carolina,B-737-400,None,1/3/08 0:00,No damage,1,Small,No Cloud,25,Yes
249649,ALASKA AIRLINES,California,B-737-400,None,1/4/08 0:00,No damage,1,Small,Overcast,0,Yes
250861,,California,ROBINSON R44,,,Caused damage,1,,Overcast,,
252279,AMERICAN AIRLINES,Texas,MD-82,None,1/5/08 0:00,No damage,1,Small,No Cloud,10,No
252672,SOUTHWEST AIRLINES,California,B-737-700,None,1/5/08 0:00,No damage,1,Small,Some Cloud,5,Yes
270151,GOJET AIRLINES,DC,CL-RJ700,None,1/5/08 0:00,No damage,1,Small,No Cloud,500,No
252506,SHUTTLE AMERICA,Ohio,EMB-170,None,1/6/08 0:00,No damage,1,Small,Some Cloud,0,No
251846,JETBLUE AIRWAYS,Puerto Rico,A-320,None,1/6/08 0:00,No damage,1,Small,No Cloud,400,No
251884,SKYWEST AIRLINES,Colorado,CL-RJ100/200,None,1/6/08 0:00,No damage,1,Small,Some Cloud,0,No
251885,SKYWEST AIRLINES,Colorado,CL-RJ100/200,None,1/6/08 0:00,No damage,1,Small,Overcast,0,No
253687,MESA AIRLINES,Oregon,CL-RJ100/200,None,1/6/08 0:00,No damage,1,Large,Overcast,0,No
254086,SKYWEST AIRLINES,Colorado,CL-RJ100/200,None,1/8/08 0:00,No damage,1,Small,No Cloud,0,No
248951,JETBLUE AIRWAYS,N/A,A-320,None,1/8/08 0:00,No damage,1,Large,Some Cloud,0,No
252402,BUSINESS,Colorado,PA-32,None,1/8/08 0:00,No damage,1,Small,No Cloud,0,No
253913,BUSINESS,South Dakota,C-550,None,1/9/08 0:00,No damage,1,Large,No Cloud,150,No
254186,SOUTHWEST AIRLINES,California,B-737-300,None,1/9/08 0:00,No damage,1,Small,Overcast,0,Yes
252105,BUSINESS,Washington,RKWLTRBO 690,None,1/9/08 0:00,No damage,1,Large,Overcast,10,No
252104,AMERICAN AIRLINES,Texas,MD-82,None,1/9/08 0:00,No damage,1,Small,No Cloud,0,No
253616,SOUTHWEST AIRLINES,Colorado,B-737-700,None,1/10/08 0:00,No damage,1,Small,No Cloud,200,Yes
249160,AMERICAN EAGLE AIRLINES,Texas,EMB-145,None,1/10/08 0:00,No damage,1,Small,Some Cloud,0,No
252330,SOUTHWEST AIRLINES,California,B-737-300,None,1/11/08 0:00,No damage,1,Small,No Cloud,"1,000",Yes
252032,SOUTHWEST AIRLINES,California,B-737-700,None,1/11/08 0:00,No damage,1,Small,Overcast,300,Yes
